Iteration,Combination,Current Script,Execution Time (seconds),RAM Memory Usage (MB),CPU Usage Per Core,GPU Usage (%),GPU Memory Usage (MB)
1,ppsp,predict.py,20.740041732788086,1358.9296875,"[33.3, 0.0, 0.0, 0.0, 0.0, 70.0, 0.0, 0.0, 0.0, 33.3, 0.0, 0.0, 63.6, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.7, 0.0, 0.0, 0.0, 30.0]",81,15.634765625
1,ppss,speech.py,2.0591254234313965,363.1953125,"[0.0, 20.0, 0.0, 20.0, 9.1, 0.0, 0.0, 66.7, 0.0, 10.0, 60.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 10.0, 0.0, 9.1, 10.0, 33.3, 33.3, 20.0, 0.0, 33.3, 0.0, 0.0, 20.0, 100.0, 72.7]",20,12.9169921875
1,ppss,speech.py,2.0601518154144287,353.38671875,"[0.0, 20.0, 0.0, 20.0, 9.1, 0.0, 0.0, 60.0, 0.0, 10.0, 60.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 9.1, 0.0, 18.2, 10.0, 33.3, 40.0, 18.2, 0.0, 33.3, 0.0, 0.0, 20.0, 100.0, 72.7]",20,12.9169921875
1,ppss,predict.py,19.019187927246094,1356.32421875,"[0.0, 9.1, 100.0, 60.0, 0.0, 100.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 9.1, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0]",66,14.73046875
1,ppss,predict.py,19.029189586639404,1356.7421875,"[0.0, 10.0, 44.4, 45.5, 0.0, 45.5, 10.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 22.2, 9.1, 0.0, 54.5, 9.1, 18.2, 0.0, 10.0, 30.0, 11.1]",67,14.73046875
1,ppsd,speech.py,1.7173051834106445,353.05859375,"[9.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 100.0, 0.0, 100.0]",5,12.912109375
1,ppsd,detect.py,20.05103874206543,1334.55078125,"[0.0, 0.0, 0.0, 0.0, 80.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 20.0, 9.1, 0.0, 100.0, 0.0, 0.0]",81,15.171875
1,ppsd,predict.py,20.383118867874146,1380.02734375,"[18.2, 40.0, 33.3, 0.0, 9.1, 33.3, 20.0, 72.7, 0.0, 11.1, 0.0, 0.0, 0.0, 0.0, 0.0, 22.2, 9.1, 0.0, 0.0, 30.0, 0.0, 0.0, 27.3, 27.3, 9.1, 11.1, 10.0, 50.0, 9.1, 30.0, 9.1, 36.4]",81,15.173828125
1,ppsd,predict.py,20.389501094818115,1352.8984375,"[0.0, 0.0, 0.0, 0.0, 9.1, 9.1, 10.0, 100.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.1, 9.1, 0.0, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 0.0, 11.1, 0.0, 63.6, 0.0, 9.1, 0.0, 9.1]",81,15.171875
1,ppdp,detect.py,22.076757669448853,1336.8359375,"[9.1, 0.0, 100.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0, 0.0, 16.7, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 20.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0]",87,16.0791015625
